,Sample ID,Country,State,Latitude,Longitude,Analysis Method,CollDate,LandCover1,LandCover2,Soil/Rock Type,Depth (cm),Ag (mg/kg),Al (mg/kg),As (mg/kg),Ba (mg/kg),Be (mg/kg),Ca (mg/kg),Cd (mg/kg),Ce (mg/kg),Co (mg/kg),Cr (mg/kg),Cs(mg/kg),Cu (mg/kg),Fe (mg/kg),Ga (mg/kg),Hg (mg/kg),In (mg/kg),K (mg/kg),La (mg/kg),Li (mg/kg),Mg (mg/kg),Mn (mg/kg),Mo (mg/kg),Na (mg/kg),Nb (mg/kg),Ni (mg/kg),P (mg/kg),Pb (mg/kg),Rb (mg/kg),S (mg/kg),Sb (mg/kg),Sc (mg/kg) ,Se (mg/kg),Sn (mg/kg),Sr (mg/kg),Te (mg/kg),Th (mg/kg),Ti (mg/kg),Tl (mg/kg),U (mg/kg),V (mg/kg),W (mg/kg),Y (mg/kg),Zn (mg/kg),NOTES,LINK TO SOURCE
2337,N44E05T3,NO,,64.91,13.62,ICP-MS,,,,,0-25,0.26,,2.96,,1.0,,0.05,35,5.63,,1.58,9.07,,9.37,,0.03,,13.8,,,,0.52,,7.89,11.2,,11.7,,,0.18,8.57,,,,0.01,4.42,,0.43,1.31,47.0,,,,,Link
2338,N44E05T5,NO,,65.32,13,ICP-MS,,,,,0-25,0.21,,4.98,,1.0,,0.09,69,8.6,,1.36,14.1,,17,,0.05,,25.8,,,,0.51,,11.4,28.4,,20.2,,,0.24,11.3,,,,0.04,7.24,,0.38,1.62,69.0,,,,,Link
2339,N44E06T1,SE,,65.89,18.32,ICP-MS,,,,,0-25,0.33,,4.56,,1.0,,0.08,59,3.51,,2.09,3.92,,16.2,,0.08,,26.2,,,,0.91,,13.2,6.45,,16.3,,,0.54,9.94,,,,0.03,6.43,,0.8,2.01,34.4,,,,,Link
2340,N44E06T4,SE,,65.07,17.73,ICP-MS,,,,,0-25,0.46,,15.2,,1.0,,0.11,35,3.61,,5.11,9.15,,13.7,,0.05,,17.3,,,,1.23,,11.2,9.97,,24.5,,,0.46,8.05,,,,0.04,6.7,,1.25,2.52,54.9,,,,,Link
2341,N44E06T5,SE,,65.55,17.29,ICP-MS,,,,,0-25,0.28,,5.16,,1.0,,0.07,26,3.84,,3.84,2.5,,15.7,,0.06,,12.7,,,,0.78,,16.7,6.75,,17.9,,,0.4,9.77,,,,0.01,4.92,,0.82,2.71,59.4,,,,,Link
2342,N44E07T2,SE,,65.47,20.94,ICP-MS,,,,,0-25,0.37,,5.51,,1.0,,0.07,19,3.66,,3.31,3.93,,18.6,,0.04,,9.97,,,,0.5,,6.75,4.94,,19.6,,,0.96,7.41,,,,0.02,4.55,,1.03,1.73,55.9,,,,,Link
2343,N44E07T3,SE,,65.06,19.27,ICP-MS,,,,,0-25,0.44,,9.45,,1.0,,0.15,35,5.17,,2.46,9.13,,15.2,,0.06,,16.1,,,,0.66,,10.3,17.6,,15.1,,,1.01,9.76,,,,0.04,5.12,,0.89,1.96,54.7,,,,,Link
2344,N44E07T5,SE,,65.43,19.66,ICP-MS,,,,,0-25,0.29,,2.88,,2.62,,0.06,23,1.5,,1.45,1.67,,18.8,,0.04,,10.8,,,,0.57,,10.9,4.61,,14.1,,,0.5,5.45,,,,0.03,3.09,,0.87,1.6,25.6,,,,,Link
2345,N44E09T1,FI,,65.77,27.02,ICP-MS,,,,,0-25,0.26,,0.75,,1.0,,0.06,19,4.44,,0.85,3.15,,20.2,,0.04,,7.85,,,,0.21,,4.52,10.3,,13.8,,,0.06,10.8,,,,0.01,3.49,,0.33,0.56,59.0,,,,,Link
2346,N44E09T2,FI,,65.43,26.42,ICP-MS,,,,,0-25,0.12,,0.32,,1.0,,0.02,8,3.36,,0.59,0.87,,13.5,,0.01,,4.79,,,,0.05,,1.67,5.85,,11.2,,,0.06,2.43,,,,0.01,1.54,,0.44,0.36,13.6,,,,,Link
2347,N44E09T3,FI,,64.64,25.49,ICP-MS,,,,,0-25,0.1,,0.58,,1.0,,0.02,11,1.5,,0.77,0.94,,7.88,,0.01,,5.68,,,,0.13,,1.56,2.86,,8.08,,,0.1,1.96,,,,0.02,1.48,,0.34,0.4,9.46,,,,,Link
2348,N44E09T4,FI,,65.61,27.95,ICP-MS,,,,,0-25,0.27,,1.39,,1.0,,0.04,25,3.94,,0.69,2.88,,16,,0.02,,13,,,,0.18,,6.83,9.98,,14.4,,,0.12,6.77,,,,0.03,5.82,,0.32,1.01,62.9,,,,,Link
2349,N44E09T5,FI,,65.42,27.69,ICP-MS,,,,,0-25,0.27,,0.81,,1.0,,0.05,19,4.38,,0.52,3.96,,15.6,,0.02,,10.4,,,,0.22,,5.02,11.0,,13.6,,,0.09,6.16,,,,0.02,3.87,,0.27,0.81,50.9,,,,,Link
2350,N45E05T2,NO,,66.9,14.76,ICP-MS,,,,,0-25,0.22,,2.71,,2.19,,0.09,42,6.53,,1.99,6.72,,21.6,,0.06,,20.7,,,,0.81,,15.7,6.58,,24.1,,,0.26,16.6,,,,0.02,6.8,,0.31,1.79,92.8,,,,,Link
2351,N45E05T3,NO,,66.46,14.34,ICP-MS,,,,,0-25,0.26,,1.35,,2.27,,0.08,28,5.45,,2.45,6.23,,14.8,,0.05,,10.4,,,,0.89,,13,5.03,,18.7,,,0.08,12.9,,,,0.01,3.79,,0.33,1.16,74.8,,,,,Link
2352,N45E05T5,NO,,66.56,15.34,ICP-MS,,,,,0-25,0.31,,14.3,,2.29,,0.04,35,4.76,,2.6,2.01,,14.7,,0.03,,17.6,,,,1.21,,15.7,1.0,,21.9,,,,4.86,,,,0.04,4.55,,0.89,2.46,26.7,,,,,Link
2353,N45E06T1,SE,,67.09,19.75,ICP-MS,,,,,0-25,0.26,,5.7,,1.0,,0.07,23,1.5,,1.33,2.55,,18.6,,0.08,,11.2,,,,0.71,,11.9,3.64,,14.4,,,0.67,4.99,,,,0.03,3.39,,0.44,1.85,26.0,,,,,Link
2354,N45E06T4,SE,,66.04,20.13,ICP-MS,,,,,0-25,0.28,,2.65,,1.0,,0.07,30,3.01,,1.52,2.32,,16.6,,0.06,,14.3,,,,0.6,,11.2,4.82,,15.5,,,0.42,6.47,,,,0.01,4.32,,0.88,1.64,30.7,,,,,Link
2355,N45E06T5,SE,,66.56,19.48,ICP-MS,,,,,0-25,0.34,,3.65,,2.09,,0.06,77,10.5,,1.49,5.9,,16.6,,0.07,,34.3,,,,1.04,,16.8,17.2,,17.0,,,0.29,14.3,,,,0.03,8.5,,0.71,2.43,73.9,,,,,Link
2356,N45E07T1,SE,,66.8,22.95,ICP-MS,,,,,0-25,0.37,,2.5,,1.0,,0.08,46,13.6,,0.51,14.8,,18,,0.06,,21.9,,,,1.04,,11.6,24.8,,12.2,,,0.36,16.2,,,,0.05,5.51,,0.46,1.63,113.0,,,,,Link
2357,N45E07T3,SE,,66.69,20.17,ICP-MS,,,,,0-25,0.3,,5.42,,1.0,,0.07,41,8.93,,1.55,3.92,,19.8,,0.07,,19.2,,,,1.05,,14.2,15.4,,15.4,,,0.65,12,,,,0.03,6.05,,0.64,2.13,87.3,,,,,Link
2358,N45E07T5,SE,,66.48,22.65,ICP-MS,,,,,0-25,0.27,,1.88,,1.0,,0.03,36,4.51,,1.03,4.6,,15.6,,0.04,,18,,,,0.72,,9.42,7.87,,7.91,,,0.23,7.28,,,,0.04,6.13,,0.55,1.67,58.7,,,,,Link
2359,N45E08T1,FI,,67.2,26.57,ICP-MS,,,,,0-25,0.37,,1.4,,1.0,,0.03,17,8.49,,0.89,4.06,,14.9,,0.03,,9.17,,,,0.31,,6,18.0,,12.7,,,0.11,8.26,,,,0.03,3.71,,0.39,1.15,74.7,,,,,Link
2360,N45E08T2,FI,,67.05,23.86,ICP-MS,,,,,0-25,0.33,,1.0,,1.0,,0.02,22,5.39,,0.65,3.06,,16.8,,0.03,,11.1,,,,0.37,,8.61,12.9,,10.1,,,0.1,7.38,,,,0.02,4.45,,0.34,1,64.8,,,,,Link
2361,N45E08T3,FI,,66.3,25,ICP-MS,,,,,0-25,0.4,,4.65,,1.0,,0.08,52,13.2,,1.82,18.0,,17.5,,0.05,,26,,,,0.64,,11.6,30.2,,13.6,,,0.24,13.7,,,,0.04,7.73,,0.65,2.14,93.3,,,,,Link
2362,N45E08T4,FI,,66.48,25.92,ICP-MS,,,,,0-25,0.29,,0.47,,1.0,,0.02,17,1.5,,0.6,1.47,,13.8,,0.01,,9.39,,,,0.29,,4.34,4.57,,11.5,,,0.04,3.02,,,,0.03,4.08,,0.47,0.71,23.7,,,,,Link
2363,N45E08T5,FI,,67.39,24.27,ICP-MS,,,,,0-25,0.44,,1.9,,1.0,,0.05,31,12.7,,0.83,8.97,,20.4,,0.05,,15.3,,,,0.47,,12.6,34.7,,11.8,,,0.16,14.7,,,,0.02,4.38,,0.39,1.46,121.0,,,,,Link
2364,N45E09T1,FI,,66.86,28.92,ICP-MS,,,,,0-25,0.24,,0.9,,1.0,,0.03,13,6.24,,0.72,2.87,,12.4,,0.02,,6.7,,,,0.15,,3.78,21.2,,7.36,,,0.07,7.77,,,,0.03,2.16,,0.21,0.63,61.2,,,,,Link
2365,N45E09T2,FI,,66.96,27.86,ICP-MS,,,,,0-25,0.27,,0.87,,1.0,,0.02,16,5.64,,0.66,2.93,,12.3,,0.02,,7.76,,,,0.13,,4.7,18.1,,5.32,,,0.09,7.24,,,,0.02,2.84,,0.25,0.74,73.4,,,,,Link
2366,N45E09T3,FI,,66.61,27.99,ICP-MS,,,,,0-25,0.23,,0.56,,1.0,,0.02,18,5.56,,0.61,2.88,,12.3,,0.02,,9.34,,,,0.15,,5.07,16.9,,9.19,,,0.08,6.16,,,,0.03,4.62,,0.32,0.86,54.3,,,,,Link
2367,N45E09T4,FI,,66.56,29.09,ICP-MS,,,,,0-25,0.45,,0.55,,1.0,,0.03,28,6.45,,0.75,4.25,,16.3,,0.03,,14.3,,,,0.15,,8.03,23.2,,7.88,,,0.09,8.35,,,,0.01,5.14,,0.26,1.16,76.4,,,,,Link
2368,N45E09T5,FI,,66.05,28.05,ICP-MS,,,,,0-25,0.23,,0.62,,2.45,,0.03,19,3.77,,0.82,2.71,,12.2,,0.01,,10.7,,,,0.38,,3.62,11.5,,12.9,,,0.05,4.7,,,,0.01,6.06,,0.47,0.92,31.5,,,,,Link
2369,N46E06T1,NO,,68.96,19.67,ICP-MS,,,,,0-25,0.19,,3.56,,1.0,,0.06,47,8.45,,2.72,10.3,,16.8,,0.04,,20.2,,,,0.74,,12.9,16.9,,13.7,,,0.12,9.71,,,,0.04,4.14,,0.63,1.15,82.8,,,,,Link
2370,N46E06T2,NO,,68.69,18.68,ICP-MS,,,,,0-25,0.13,,0.97,,1.0,,0.07,28,7.46,,1.09,7.69,,18.8,,0.05,,13.2,,,,0.77,,9.08,7.15,,11.6,,,0.08,14.5,,,,0.01,3.11,,0.17,1.21,115.0,,,,,Link
2371,N46E06T4,SE,,67.99,19.88,ICP-MS,,,,,0-25,0.21,,1.8,,2.32,,0.05,58,9.13,,0.52,4.39,,17.4,,0.06,,29.3,,,,1.13,,13.3,14.9,,9.87,,,0.18,15.1,,,,0.03,4.92,,0.29,1.82,99.3,,,,,Link
2372,N46E06T5,SE,,68.34,21.27,ICP-MS,,,,,0-25,0.21,,1.15,,1.0,,0.04,54,7.55,,0.83,8.78,,17.1,,0.05,,27.5,,,,0.53,,11.4,22.0,,17.1,,,0.12,12.1,,,,0.01,3.75,,0.49,1.11,92.2,,,,,Link
2373,N46E07T1,FI,,68.5,24.72,ICP-MS,,,,,0-25,0.25,,0.64,,2.18,,0.03,26,9.54,,0.88,6.64,,15.6,,0.03,,13.6,,,,0.22,,5.6,43.3,,9.8,,,0.07,9.58,,,,0.02,5.06,,0.46,1.37,69.1,,,,,Link
2374,N46E07T2,FI,,68.33,22.98,ICP-MS,,,,,0-25,0.21,,0.66,,2.05,,0.05,18,6.84,,0.54,5.12,,15.6,,0.02,,9.95,,,,0.34,,4.61,16.4,,8.92,,,0.05,7.51,,,,0.01,2.63,,0.4,0.67,69.9,,,,,Link
2375,N46E07T4,FI,,67.64,24.61,ICP-MS,,,,,0-25,0.41,,3.31,,2.01,,0.03,26,13.1,,0.6,22.2,,16,,0.05,,12.9,,,,0.41,,8.77,31.6,,5.47,,,0.17,13.8,,,,0.04,3.88,,0.28,0.94,,,,,,Link
2376,N46E07T5,FI,,68.57,21.95,ICP-MS,,,,,0-25,0.23,,1.32,,2.44,,0.05,72,16.9,,0.48,28.0,,17.6,,0.05,,37.1,,,,0.89,,11,43.1,,11.5,,,0.33,16.2,,,,0.06,6.43,,0.5,1.48,115.0,,,,,Link
2377,N46E08T1,FI,,68.8,26.7,ICP-MS,,,,,0-25,0.56,,1.54,,1.0,,0.12,90,9.6,,0.23,11.2,,19.5,,0.06,,44.5,,,,0.48,,8.57,16.5,,15.7,,,0.09,18.1,,,,0.05,16.7,,0.41,1.04,95.7,,,,,Link
2378,N46E08T2,FI,,68.36,26.47,ICP-MS,,,,,0-25,0.4,,1.52,,2.24,,0.06,18,14.8,,0.69,27.4,,17.2,,0.06,,10.5,,,,0.34,,7.44,47.4,,7.88,,,0.07,17.2,,,,0.02,2.75,,0.37,0.97,,,,,,Link
2379,N46E08T3,FI,,67.63,25.51,ICP-MS,,,,,0-25,0.4,,5.79,,2.75,,0.04,20,9.36,,0.97,12.9,,15.6,,0.04,,10.4,,,,0.51,,7.36,32.2,,9.48,,,0.53,13.7,,,,0.02,2.82,,0.41,0.98,119.0,,,,,Link
2380,N46E08T4,FI,,68.12,27.18,ICP-MS,,,,,0-25,0.48,,1.95,,1.0,,0.08,52,15.0,,0.59,15.4,,15,,0.06,,25.3,,,,0.33,,10.9,30.7,,9.15,,,0.16,16.8,,,,0.03,11.4,,0.31,1.05,,,,,,Link
2381,N46E08T5,FI,,67.85,26.6,ICP-MS,,,,,0-25,0.3,,4.38,,1.0,,0.05,15,15.5,,0.36,18.8,,14.9,,0.05,,7.83,,,,0.47,,8.51,,,6.21,,,0.23,15.8,,,,0.02,2.77,,0.37,0.88,123.0,,,,,Link
2382,N47E07T1,NO,,69.97,24.97,ICP-MS,,,,,0-25,0.12,,0.46,,1.0,,0.04,15,5.42,,0.56,6.43,,14.6,,0.02,,8.04,,,,0.3,,4.03,14.7,,6.29,,,0.06,7.4,,,,0.03,2.07,,0.16,0.5,65.5,,,,,Link
2383,N47E07T2,NO,,69.87,23.15,ICP-MS,,,,,0-25,0.2,,2.33,,1.0,,0.04,23,4.99,,1.41,9.69,,12,,0.03,,10.8,,,,0.65,,9.21,6.56,,11.2,,,0.3,7.2,,,,0.01,3.01,,0.35,1.1,79.9,,,,,Link
2384,N47E07T3,NO,,69.39,23.62,ICP-MS,,,,,0-25,0.23,,1.18,,1.0,,0.07,29,11.4,,0.32,12.5,,14.3,,0.04,,14.5,,,,0.34,,6.34,25.5,,6.66,,,0.08,13.3,,,,0.01,3.31,,0.19,0.94,104.0,,,,,Link
2385,N47E07T4,NO,,69.45,25.66,ICP-MS,,,,,0-25,0.3,,1.05,,1.0,,0.06,31,13.6,,0.78,16.3,,15.5,,0.03,,16.2,,,,0.83,,6.91,35.1,,10.4,,,0.1,12.4,,,,0.01,5.36,,0.33,1.77,90.2,,,,,Link
2386,N47E07T5,NO,,69.13,23.32,ICP-MS,,,,,0-25,0.19,,2.73,,1.0,,0.05,26,12.6,,0.7,12.2,,15,,0.03,,13,,,,0.46,,4.8,31.6,,6.97,,,0.11,13.8,,,,0.01,3.72,,0.22,1,104.0,,,,,Link
2387,N47E08T1,NO,,70.16,29.33,ICP-MS,,,,,0-25,0.32,,2.74,,1.0,,0.05,50,5.25,,2.68,8.2,,14.3,,0.04,,25.8,,,,0.25,,10.8,8.91,,11.2,,,0.15,8.08,,,,0.01,6.37,,0.47,1.36,67.8,,,,,Link
2388,N47E08T2,NO,,70.07,27.5,ICP-MS,,,,,0-25,0.17,,1.15,,1.0,,0.07,28,10.8,,0.54,8.27,,14.7,,0.04,,14.3,,,,0.32,,5.34,19.4,,9.36,,,0.06,14.8,,,,0.01,2.83,,0.23,0.69,86.8,,,,,Link
2389,N47E08T3,FI,,69.22,27.86,ICP-MS,,,,,0-25,0.55,,1.31,,2.37,,0.13,64,15.1,,0.21,9.97,,20.1,,0.07,,32.6,,,,0.46,,9.17,26.9,,13.2,,,0.06,21,,,,0.05,9.29,,0.35,1.01,120.0,,,,,Link
2390,N47E08T5,NO,,69.95,26.43,ICP-MS,,,,,0-25,0.15,,1.1,,1.0,,0.09,47,13.8,,0.33,14.7,,15.9,,0.05,,26.5,,,,3.14,,9.82,20.9,,12.4,,,0.02,20.9,,,,0.04,4.18,,0.25,0.48,121.0,,,,,Link
2391,,US,AL,,,,1993,Cropland,Non-contaminated ag soils,Mineral Soil,0-50,,,,,,,0.037,,,,,6.0,,,,,,,,,,,,,9.4,,6.8,,,,,,,,,,,,,,,,13.9,,HOLMGREN ET AL 1993 (ZOTERO)
2392,,US,Ar,,,,1993,Cropland,Non-contaminated ag soils,Mineral Soil,0-50,,,,,,,0.133,,,,,13.5,,,,,,,,,,,,,15.0,,13.8,,,,,,,,,,,,,,,,37.6,,HOLMGREN ET AL 1993 (ZOTERO)
2393,,US,AZ,,,,1993,Cropland,Non-contaminated ag soils,Mineral Soil,0-50,,,,,,,0.233,,,,,38.1,,,,,,,,,,,,,27.9,,13.3,,,,,,,,,,,,,,,,70.5,,HOLMGREN ET AL 1993 (ZOTERO)
2394,,US,CA,,,,1993,Cropland,Non-contaminated ag soils,Mineral Soil,0-50,,,,,,,0.243,,,,,37.3,,,,,,,,,,,,,50.5,,9.7,,,,,,,,,,,,,,,,82.7,,HOLMGREN ET AL 1993 (ZOTERO)
2395,,US,CO,,,,1993,Cropland,Non-contaminated ag soils,Mineral Soil,0-50,,,,,,,0.309,,,,,18.0,,,,,,,,,,,,,14.4,,12.8,,,,,,,,,,,,,,,,76.1,,HOLMGREN ET AL 1993 (ZOTERO)
2396,,US,FL,,,,1993,Cropland,Non-contaminated ag soils,Mineral Soil,0-50,,,,,,,0.375,,,,,31.9,,,,,,,,,,,,,8.0,,10.1,,,,,,,,,,,,,,,,19.9,,HOLMGREN ET AL 1993 (ZOTERO)
2397,,US,GA,,,,1993,Cropland,Non-contaminated ag soils,Mineral Soil,0-50,,,,,,,0.037,,,,,5.3,,,,,,,,,,,,,6.8,,6.7,,,,,,,,,,,,,,,,11.4,,HOLMGREN ET AL 1993 (ZOTERO)
2398,,US,IA,,,,1993,Cropland,Non-contaminated ag soils,Mineral Soil,0-50,,,,,,,0.234,,,,,19.9,,,,,,,,,,,,,25.7,,13.4,,,,,,,,,,,,,,,,59.2,,HOLMGREN ET AL 1993 (ZOTERO)
2399,,US,ID,,,,1993,Cropland,Non-contaminated ag soils,Mineral Soil,0-50,,,,,,,0.338,,,,,20.9,,,,,,,,,,,,,24.4,,10.4,,,,,,,,,,,,,,,,64.3,,HOLMGREN ET AL 1993 (ZOTERO)
2400,,US,IL,,,,1993,Cropland,Non-contaminated ag soils,Mineral Soil,0-50,,,,,,,0.181,,,,,16.2,,,,,,,,,,,,,19.1,,16.0,,,,,,,,,,,,,,,,52.4,,HOLMGREN ET AL 1993 (ZOTERO)
2401,,US,IN,,,,1993,Cropland,Non-contaminated ag soils,Mineral Soil,0-50,,,,,,,0.196,,,,,14.3,,,,,,,,,,,,,14.1,,12.0,,,,,,,,,,,,,,,,43.4,,HOLMGREN ET AL 1993 (ZOTERO)
2402,,US,KS,,,,1993,Cropland,Non-contaminated ag soils,Mineral Soil,0-50,,,,,,,0.313,,,,,15.2,,,,,,,,,,,,,19.8,,14.8,,,,,,,,,,,,,,,,51.4,,HOLMGREN ET AL 1993 (ZOTERO)
2403,,US,LA,,,,1993,Cropland,Non-contaminated ag soils,Mineral Soil,0-50,,,,,,,0.12,,,,,15.1,,,,,,,,,,,,,17.0,,14.5,,,,,,,,,,,,,,,,39.5,,HOLMGREN ET AL 1993 (ZOTERO)
2404,,US,MD,,,,1993,Cropland,Non-contaminated ag soils,Mineral Soil,0-50,,,,,,,0.079,,,,,7.7,,,,,,,,,,,,,11.6,,10.3,,,,,,,,,,,,,,,,29.5,,HOLMGREN ET AL 1993 (ZOTERO)
2405,,US,ME,,,,1993,Cropland,Non-contaminated ag soils,Mineral Soil,0-50,,,,,,,0.165,,,,,,,,,,,,,,,,,,41.2,,12.6,,,,,,,,,,,,,,,,71.8,,HOLMGREN ET AL 1993 (ZOTERO)
2406,,US,MN,,,,1993,Cropland,Non-contaminated ag soils,Mineral Soil,0-50,,,,,,,0.28,,,,,21.8,,,,,,,,,,,,,29.5,,12.0,,,,,,,,,,,,,,,,68.0,,HOLMGREN ET AL 1993 (ZOTERO)
2407,,US,MO,,,,1993,Cropland,Non-contaminated ag soils,Mineral Soil,0-50,,,,,,,0.268,,,,,18.4,,,,,,,,,,,,,24.3,,19.8,,,,,,,,,,,,,,,,59.5,,HOLMGREN ET AL 1993 (ZOTERO)
2408,,US,MT,,,,1993,Cropland,Non-contaminated ag soils,Mineral Soil,0-50,,,,,,,0.367,,,,,20.6,,,,,,,,,,,,,25.8,,10.5,,,,,,,,,,,,,,,,74.0,,HOLMGREN ET AL 1993 (ZOTERO)
2409,,US,NC,,,,1993,Cropland,Non-contaminated ag soils,Mineral Soil,0-50,,,,,,,0.068,,,,,7.0,,,,,,,,,,,,,6.2,,9.6,,,,,,,,,,,,,,,,12.9,,HOLMGREN ET AL 1993 (ZOTERO)
2410,,US,ND,,,,1993,Cropland,Non-contaminated ag soils,Mineral Soil,0-50,,,,,,,0.316,,,,,17.8,,,,,,,,,,,,,25.9,,8.6,,,,,,,,,,,,,,,,58.7,,HOLMGREN ET AL 1993 (ZOTERO)
2411,,US,NE,,,,1993,Cropland,Non-contaminated ag soils,Mineral Soil,0-50,,,,,,,0.332,,,,,15.2,,,,,,,,,,,,,18.4,,13.1,,,,,,,,,,,,,,,,50.8,,HOLMGREN ET AL 1993 (ZOTERO)
2412,,US,NJ,,,,1993,Cropland,Non-contaminated ag soils,Mineral Soil,0-50,,,,,,,0.09,,,,,11.0,,,,,,,,,,,,,8.4,,13.0,,,,,,,,,,,,,,,,29.2,,HOLMGREN ET AL 1993 (ZOTERO)
2413,,US,NM,,,,1993,Cropland,Non-contaminated ag soils,Mineral Soil,0-50,,,,,,,0.2,,,,,15.4,,,,,,,,,,,,,16.2,,10.5,,,,,,,,,,,,,,,,46.5,,HOLMGREN ET AL 1993 (ZOTERO)
2414,,US,NY,,,,1993,Cropland,Non-contaminated ag soils,Mineral Soil,0-50,,,,,,,0.173,,,,,27.0,,,,,,,,,,,,,19.7,,15.3,,,,,,,,,,,,,,,,60.9,,HOLMGREN ET AL 1993 (ZOTERO)
2415,,US,OH,,,,1993,Cropland,Non-contaminated ag soils,Mineral Soil,0-50,,,,,,,0.357,,,,,26.2,,,,,,,,,,,,,27.1,,18.2,,,,,,,,,,,,,,,,82.1,,HOLMGREN ET AL 1993 (ZOTERO)
2416,,US,OK,,,,1993,Cropland,Non-contaminated ag soils,Mineral Soil,0-50,,,,,,,0.083,,,,,9.7,,,,,,,,,,,,,11.1,,6.7,,,,,,,,,,,,,,,,21.0,,HOLMGREN ET AL 1993 (ZOTERO)
2417,,US,OR,,,,1993,Cropland,Non-contaminated ag soils,Mineral Soil,0-50,,,,,,,0.294,,,,,28.6,,,,,,,,,,,,,27.4,,8.6,,,,,,,,,,,,,,,,67.4,,HOLMGREN ET AL 1993 (ZOTERO)
2418,,US,PA,,,,1993,Cropland,Non-contaminated ag soils,Mineral Soil,0-50,,,,,,,0.19,,,,,28.3,,,,,,,,,,,,,24.6,,19.6,,,,,,,,,,,,,,,,83.8,,HOLMGREN ET AL 1993 (ZOTERO)
2419,,US,SD,,,,1993,Cropland,Non-contaminated ag soils,Mineral Soil,0-50,,,,,,,0.531,,,,,29.6,,,,,,,,,,,,,40.5,,14.1,,,,,,,,,,,,,,,,91.2,,HOLMGREN ET AL 1993 (ZOTERO)
2420,,US,TX,,,,1993,Cropland,Non-contaminated ag soils,Mineral Soil,0-50,,,,,,,0.123,,,,,9.5,,,,,,,,,,,,,12.5,,7.4,,,,,,,,,,,,,,,,30.4,,HOLMGREN ET AL 1993 (ZOTERO)
2421,,US,WA,,,,1993,Cropland,Non-contaminated ag soils,Mineral Soil,0-50,,,,,,,0.184,,,,,26.7,,,,,,,,,,,,,26.4,,8.5,,,,,,,,,,,,,,,,66.0,,HOLMGREN ET AL 1993 (ZOTERO)
2422,,US,WI,,,,1993,Cropland,Non-contaminated ag soils,Mineral Soil,0-50,,,,,,,0.207,,,,,17.1,,,,,,,,,,,,,17.5,,10.1,,,,,,,,,,,,,,,,53.5,,HOLMGREN ET AL 1993 (ZOTERO)
2423,AT11,AT,,,,,2009,Agricultural Land,,,,,,,,,,,,,,,36.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2424,AT12,AT,,,,,2009,Agricultural Land,,,,,,,,,,,,,,,19.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2425,AT21,AT,,,,,2009,Agricultural Land,,,,,,,,,,,,,,,28.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2426,AT22,AT,,,,,2009,Agricultural Land,,,,,,,,,,,,,,,24.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2427,AT31,AT,,,,,2009,Agricultural Land,,,,,,,,,,,,,,,16.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2428,AT33,AT,,,,,2009,Agricultural Land,,,,,,,,,,,,,,,29.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2429,BE21,BE,,,,,2009,Agricultural Land,,,,,,,,,,,,,,,13.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2430,BE23,BE,,,,,2009,Agricultural Land,,,,,,,,,,,,,,,19.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2431,BE24,BE,,,,,2009,Agricultural Land,,,,,,,,,,,,,,,14.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2432,BE25,BE,,,,,2009,Agricultural Land,,,,,,,,,,,,,,,13.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2433,BE32,BE,,,,,2009,Agricultural Land,,,,,,,,,,,,,,,18.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2434,BE33,BE,,,,,2009,Agricultural Land,,,,,,,,,,,,,,,15.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2435,BE35,BE,,,,,2009,Agricultural Land,,,,,,,,,,,,,,,15.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2436,BG31,BG,,,,,2009,Agricultural Land,,,,,,,,,,,,,,,26.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2437,BG32,BG,,,,,2009,Agricultural Land,,,,,,,,,,,,,,,23.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2438,BG33,BG,,,,,2009,Agricultural Land,,,,,,,,,,,,,,,29.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2439,BG34,BG,,,,,2009,Agricultural Land,,,,,,,,,,,,,,,38.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440,BG41,BG,,,,,2009,Agricultural Land,,,,,,,,,,,,,,,34.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2441,BG42,BG,,,,,2009,Agricultural Land,,,,,,,,,,,,,,,23.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
