,Sample ID,Country,State,Latitude,Longitude,Analysis Method,CollDate,LandCover1,LandCover2,Soil/Rock Type,Depth (cm),Ag (mg/kg),Al (mg/kg),As (mg/kg),Ba (mg/kg),Be (mg/kg),Ca (mg/kg),Cd (mg/kg),Ce (mg/kg),Co (mg/kg),Cr (mg/kg),Cs(mg/kg),Cu (mg/kg),Fe (mg/kg),Ga (mg/kg),Hg (mg/kg),In (mg/kg),K (mg/kg),La (mg/kg),Li (mg/kg),Mg (mg/kg),Mn (mg/kg),Mo (mg/kg),Na (mg/kg),Nb (mg/kg),Ni (mg/kg),P (mg/kg),Pb (mg/kg),Rb (mg/kg),S (mg/kg),Sb (mg/kg),Sc (mg/kg) ,Se (mg/kg),Sn (mg/kg),Sr (mg/kg),Te (mg/kg),Th (mg/kg),Ti (mg/kg),Tl (mg/kg),U (mg/kg),V (mg/kg),W (mg/kg),Y (mg/kg),Zn (mg/kg),NOTES,LINK TO SOURCE
0,,,,,,,,,,,,,,,,,,,,,,,14.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.0,,
1,C-328818,US,AL,31.3146,-87.1166,ICP-MS,02/18/09,Planted/Cultivated,Pasture/Hay,,0-5,,0.79,2.1,45.0,0.2,0.1,0.1,23.8,1.4,8.0,5.0,5.9,0.52,2.29,0.01,0.02,0.08,10.3,11,0.03,92.0,0.39,0.01,5.3,3.3,200,6.8,11.7,0.01,0.19,1.5,0.2,0.5,6,0.1,3.6,0.23,0.1,1.1,13.0,0.2,4.2,15.0,,link
2,C-328805,US,AL,31.2179,-85.8788,ICP-MS,02/18/09,Planted/Cultivated,Fallow,,0-5,,0.85,1.8,32.0,0.1,0.06,0.1,36.9,1.2,9.0,5.0,10.1,0.31,1.81,0.01,0.02,0.04,20.5,4,0.03,221.0,0.35,0.01,3.5,4.1,390,6.8,4.8,0.01,0.15,1.2,0.2,0.4,3.8,0.1,2.3,0.11,0.1,0.8,10.0,0.3,15.2,18.0,,link
3,C-328793,US,AL,31.0634,-85.6928,ICP-MS,02/19/09,Planted/Cultivated,Fallow,,0-5,,2.26,3.6,55.0,0.3,0.05,0.1,57,2.5,25.0,5.0,24.5,0.91,6.12,0.03,0.02,0.11,23.7,10,0.05,180.0,0.97,0.01,9.5,9.9,680,11.4,11,0.01,0.55,3.2,0.2,1.4,7.3,0.1,7,0.32,0.1,1.8,29.0,0.8,11.5,29.0,,link
4,C-328811,US,AL,32.1407,-85.5465,ICP-MS,02/19/09,Planted/Cultivated,Fallow,,0-5,,0.89,2.6,45.0,0.2,0.01,0.1,94.8,0.8,12.0,5.0,2.2,0.56,2.64,0.02,0.02,0.11,45.4,6,0.03,76.0,0.51,0.01,2,3.1,250,7.0,10.9,0.01,0.13,1.5,0.2,0.3,6.3,0.1,17.9,0.29,0.1,2.9,15.0,0.1,8.2,12.0,,link
5,C-328992,US,AL,32.5952,-85.5658,ICP-MS,02/20/09,Planted/Cultivated,Pasture/Hay,,0-5,,1.43,1.9,92.0,0.4,0.52,0.1,55.2,2.0,12.0,5.0,5.2,0.66,5.05,0.04,0.02,0.17,27.7,7,0.26,269.0,0.41,0.01,6.7,3.7,630,12.4,17.1,0.02,0.2,1.9,0.2,1,15.5,0.1,10.4,0.17,0.1,1.6,16.0,0.4,6.2,18.0,,link
6,C-328990,US,AL,34.9852,-87.5194,ICP-MS,02/25/09,Planted/Cultivated,Pasture/Hay,,0-5,,3.02,6.1,276.0,1.1,0.05,0.1,76.4,13.1,48.0,5.0,11.8,1.92,9.1,0.04,0.03,0.68,29.3,20,0.12,899.0,1.33,0.12,12.5,10.6,510,21.1,53.7,0.02,0.69,4.6,0.5,1.3,35.2,0.1,9.5,0.39,0.4,2.9,50.0,1,14.1,50.0,,link
7,C-328870,US,AL,33.3123,-87.8587,ICP-MS,02/21/09,Planted/Cultivated,Pasture/Hay,,0-5,,0.92,1.5,132.0,0.4,0.07,0.1,36.3,3.7,7.0,5.0,4.3,0.5,3.06,0.02,0.02,0.27,16.8,7,0.04,127.0,0.27,0.02,5.2,4.0,170,7.2,20.9,0.01,0.17,1.5,0.2,0.6,18.4,0.1,4.5,0.23,0.1,1.1,13.0,0.2,5.8,18.0,,link
8,C-329055,US,AL,33.6629,-85.66,ICP-MS,02/24/09,Planted/Cultivated,Fallow,,0-5,,5.59,9.1,389.0,1.9,0.1,0.1,81.4,17.7,41.0,5.0,16.4,3,17.7,0.03,0.05,1.46,33.7,16,0.13,653.0,0.81,0.17,4.1,15.4,1080,31.8,102,0.02,0.39,9.2,0.5,1.6,41.5,0.1,12.4,0.13,0.4,2.9,53.0,0.3,8.8,64.0,,link
9,C-328865,US,AL,32.6467,-86.5986,ICP-MS,02/23/09,Planted/Cultivated,Pasture/Hay,,0-5,,0.96,1.4,92.0,0.4,0.01,0.1,64.6,2.3,14.0,5.0,4.3,0.43,2.97,0.02,0.02,0.13,31.5,6,0.04,375.0,0.3,0.01,4.6,3.8,220,7.4,13.9,0.01,0.17,1.5,0.2,0.7,7.8,0.1,9.7,0.17,0.1,1.6,13.0,0.3,11.8,13.0,,link
10,C-328874,US,AL,31.9654,-87.0744,ICP-MS,02/20/09,Planted/Cultivated,Pasture/Hay,,0-5,,7.15,5.6,461.0,2.2,6.26,0.2,69.8,20.1,76.0,8,24.2,3.82,21.3,0.02,0.06,1.55,34.4,40,1.02,243.0,0.57,0.06,10.6,39.6,790,21.3,116,0.04,0.65,12.9,0.5,2,325,0.1,11.1,0.27,0.5,1.8,,1,20,120.0,,link
11,C-328876,US,AL,34.5247,-86.4085,ICP-MS,02/24/09,Planted/Cultivated,Pasture/Hay,,0-5,,2.23,4.6,117.0,0.5,0.08,0.1,51.5,4.2,32.0,5.0,5.9,1.67,7.45,0.02,0.02,0.29,24.7,16,0.1,176.0,0.97,0.02,10.9,6.5,410,13.4,28.9,0.01,0.44,3.6,0.4,1,20.8,0.1,7.6,0.41,0.3,2.6,40.0,0.6,9.8,28.0,,link
12,C-328866,US,AL,31.4932,-86.1309,ICP-MS,02/18/09,Planted/Cultivated,Pasture/Hay,,0-5,,1.22,2.1,118.0,0.7,0.02,0.1,52.9,4.4,25.0,5.0,9.3,1.23,3.58,0.01,0.02,0.26,19.5,6,0.06,273.0,0.42,0.01,4.7,6.4,480,9.9,28.6,0.01,0.37,1.9,0.2,0.6,10.6,0.1,3.7,0.18,0.1,1.1,24.0,0.4,19.8,25.0,,link
13,C-328877,US,AL,33.491,-87.5339,ICP-MS,02/26/09,Planted/Cultivated,Fallow,,0-5,,2.42,4.7,183.0,0.7,0.03,0.1,34.5,5.3,25.0,5.0,9.0,1.73,8.25,0.04,0.02,0.49,16,15,0.09,230.0,0.81,0.02,7.3,7.4,190,12.1,48.6,0.01,0.43,4.5,0.5,1.1,23.3,0.1,6.1,0.24,0.3,1.7,38.0,0.5,7.5,25.0,,link
14,C-328812,US,AL,34.3654,-87.0215,ICP-MS,02/26/09,Planted/Cultivated,Pasture/Hay,,0-5,,3.96,12.7,288.0,1.0,0.06,0.1,87.4,16.0,51.0,5.0,17.3,2.13,10.2,,0.04,0.75,29.8,27,0.16,1070.0,1.33,0.09,15,18.3,590,39.3,61.5,0.02,0.99,6.3,0.3,1.4,32.9,0.1,10,0.43,0.6,3.8,61.0,1.3,18.1,94.0,,link
15,C-328784,US,AL,33.2135,-88.2789,ICP-MS,02/21/09,Planted/Cultivated,Urban/Recreational Grasses,,0-5,,2.22,2.5,249.0,0.9,0.33,0.1,66.1,5.0,23.0,5.0,4.5,1.32,6.14,0.02,0.02,0.71,32.1,13,0.16,361.0,0.41,0.14,11.5,7.0,540,10.3,35.6,0.02,0.18,3.6,0.2,0.7,61,0.1,9.4,0.3,0.2,2.1,33.0,0.4,11.6,32.0,,link
16,C-329066,US,AL,31.44,-87.273,ICP-MS,02/18/09,Planted/Cultivated,Pasture/Hay,,0-5,,1.98,3.7,47.0,0.3,0.01,0.1,38.3,2.1,19.0,5.0,7.0,0.87,6.09,0.02,0.02,0.09,14.6,9,0.04,97.0,0.83,0.01,7,8.3,270,10.5,12.2,0.01,0.39,2.6,0.2,1.6,5.7,0.1,4.3,0.25,0.1,1.2,26.0,0.5,7.9,22.0,,link
17,C-329062,US,AL,32.1404,-85.8959,ICP-MS,02/20/09,Planted/Cultivated,Pasture/Hay,,0-5,,1.7,2.6,62.0,0.2,0.04,0.1,33.7,1.6,18.0,5.0,7.8,0.82,4.91,0.03,0.02,0.09,14.6,10,0.04,242.0,0.6,0.01,7.4,6.5,220,11.9,11.6,0.01,0.3,2.5,0.2,0.9,8.1,0.1,4.8,0.26,0.1,1,23.0,0.5,7.3,29.0,,link
18,C-329058,US,AL,33.0422,-87.5904,ICP-MS,02/21/09,Planted/Cultivated,Pasture/Hay,,0-5,,1.38,2.1,158.0,0.6,0.03,0.1,36.8,4.7,7.0,5.0,5.0,0.56,3.88,0.03,0.02,0.26,15.7,8,0.06,590.0,0.37,0.04,2.4,6.7,100,7.9,23.7,0.01,0.14,1.6,0.2,0.4,16,0.1,3,0.09,0.2,0.9,15.0,0.1,9.4,18.0,,link
19,C-329067,US,AL,33.2574,-87.9498,ICP-MS,02/21/09,Planted/Cultivated,Fallow,,0-5,,3.11,4.7,271.0,0.8,0.02,0.1,78.8,5.3,26.0,5.0,8.2,1.28,9.62,0.03,0.03,0.73,31.8,15,0.1,164.0,0.52,0.09,6.5,7.1,200,17.0,55.5,0.01,0.28,4.9,0.3,1.2,32.2,0.1,8.6,0.41,0.3,2.5,38.0,0.3,15,32.0,,link
20,C-328799,US,AL,34.6962,-86.121,ICP-MS,02/25/09,Planted/Cultivated,Pasture/Hay,,0-5,,2.82,7.5,210.0,1.1,0.13,0.5,73.6,17.1,53.0,5.0,12.4,1.85,8,0.05,0.03,0.52,32.3,29,0.18,,1.15,0.04,10.3,17.2,1120,29.6,49.5,0.02,0.75,5.3,0.2,1.3,31.2,0.1,8.2,0.32,0.4,2.9,50.0,1,22.9,100.0,,link
21,C-328999,US,AL,33.7451,-86.4163,ICP-MS,02/24/09,Planted/Cultivated,Pasture/Hay,,0-5,,1.59,4.3,88.0,0.5,0.04,0.1,35.1,5.1,33.0,5.0,7.3,1.35,4.94,0.02,0.02,0.18,13.9,13,0.06,315.0,0.94,0.01,4.8,7.4,260,11.3,19.6,0.01,0.36,2.5,0.5,0.6,14.4,0.1,4.3,0.17,0.2,1.6,32.0,0.4,9.3,30.0,,link
22,C-328871,US,AL,34.1757,-86.8882,ICP-MS,02/26/09,Planted/Cultivated,Pasture/Hay,,0-5,,3.29,7.2,306.0,1.1,0.2,0.1,43.1,6.2,34.0,5.0,9.9,1.89,10.2,0.05,0.03,0.61,21.3,21,0.14,647.0,0.66,0.05,7.1,10.2,480,19.2,60.5,0.03,0.45,5.3,0.4,1.4,41.2,0.1,6.1,0.24,0.4,1.9,41.0,0.6,9.1,45.0,,link
23,C-328815,US,AL,32.565,-86.2313,ICP-MS,02/23/09,Planted/Cultivated,Fallow,,0-5,,2.39,3.2,165.0,0.6,0.02,0.1,64.1,7.8,26.0,5.0,9.2,1.54,6.95,0.03,0.03,0.47,30.7,15,0.1,425.0,0.39,0.03,3.4,8.8,240,29.1,40.1,0.01,0.27,4.2,0.2,1.3,18.6,0.1,9.7,0.41,0.2,2.3,32.0,0.1,12,37.0,,link
24,C-329060,US,AL,31.5891,-85.3026,ICP-MS,02/19/09,Planted/Cultivated,Pasture/Hay,,0-5,,2.65,6.5,243.0,0.8,0.04,0.1,65.8,11.8,28.0,5.0,7.7,1.84,8.24,0.04,0.02,0.64,26.4,14,0.1,513.0,0.95,0.08,9.7,8.7,300,18.4,53.4,0.01,0.49,4.2,0.4,1,29.4,0.1,8.3,0.3,0.3,2.3,44.0,0.6,10.3,29.0,,link
25,C-328781,US,AL,34.5426,-85.8749,ICP-MS,02/24/09,Planted/Cultivated,Pasture/Hay,,0-5,,1.94,3.4,156.0,0.4,0.03,0.1,37.1,4.2,27.0,5.0,11.9,0.94,4.89,0.03,0.02,0.35,15.2,15,0.1,247.0,0.67,0.03,8.2,7.3,270,10.1,27.1,0.01,0.41,2.8,0.3,0.7,17.9,0.1,4.9,0.26,0.2,1.7,30.0,0.7,7.2,22.0,,link
26,C-329068,US,AL,33.5162,-86.2427,ICP-MS,02/24/09,Planted/Cultivated,Pasture/Hay,,0-5,,2.26,6.9,73.0,0.4,0.07,0.1,27.2,3.6,27.0,5.0,11.8,1.68,7.87,0.04,0.03,0.16,12.7,13,0.09,194.0,1.77,0.01,8.9,8.2,440,14.2,19.8,0.02,0.6,3.2,0.5,1,12.6,0.1,5.9,0.25,0.2,2.1,43.0,0.7,6,27.0,,link
27,C-328994,US,AL,31.4153,-87.4535,ICP-MS,02/18/09,Planted/Cultivated,Pasture/Hay,,0-5,,3.38,4.7,94.0,0.6,0.03,0.1,71.2,4.5,22.0,5.0,10.8,1.39,9.11,0.03,0.03,0.2,24,15,0.08,322.0,1.01,0.01,8.1,12.9,270,12.2,23.9,0.01,0.44,3.8,0.2,1.2,10.9,0.1,6.5,0.31,0.2,1.6,37.0,0.5,13.9,25.0,,link
28,C-329059,US,AL,33.1401,-88.1242,ICP-MS,02/21/09,Planted/Cultivated,Pasture/Hay,,0-5,,1.18,2.6,167.0,0.4,0.07,0.1,42.9,3.5,11.0,5.0,8.8,0.69,3.64,0.03,0.02,0.34,19.9,8,0.05,346.0,0.38,0.03,4.4,4.5,420,25.3,26.9,0.02,0.82,1.8,0.2,3.2,18.4,0.1,5.6,0.18,0.2,1.4,16.0,0.4,7.2,47.0,,link
29,C-328873,US,AL,33.5706,-85.9403,ICP-MS,02/24/09,Planted/Cultivated,Pasture/Hay,,0-5,,2.75,6.1,124.0,0.6,0.03,0.1,46.1,9.7,28.0,5.0,12.9,1.77,9.37,0.05,0.03,0.32,17.7,18,0.13,525.0,1.64,0.01,8.7,11.5,270,17.6,46.2,0.01,0.46,4,0.4,3.3,15.6,0.1,7.2,0.27,0.4,2.4,40.0,0.6,8.6,,,link
30,C-328998,US,AL,30.5495,-88.3765,ICP-MS,02/17/09,Planted/Cultivated,Pasture/Hay,,0-5,,1.42,2.1,60.0,0.2,0.01,0.1,40.3,1.6,16.0,5.0,6.3,0.65,4.65,0.03,0.02,0.11,18.2,10,0.04,228.0,0.68,0.01,6.8,4.8,210,9.6,12.7,0.01,0.35,2.5,0.2,1.1,7.5,0.1,5.1,0.28,0.1,1.4,20.0,0.3,8.4,13.0,,link
31,C-328995,US,AL,32.0299,-87.6585,ICP-MS,02/20/09,Planted/Cultivated,Pasture/Hay,,0-5,,1.09,1.8,117.0,0.3,0.06,0.1,53.8,3.1,15.0,5.0,4.6,0.61,3.48,0.02,0.02,0.22,25.3,8,0.05,244.0,0.29,0.02,3.7,4.0,180,9.6,20.8,0.01,0.25,1.7,0.2,0.5,14.3,0.1,5.8,0.27,0.2,1.5,18.0,0.2,9,13.0,,link
32,C-328810,US,AL,31.0351,-85.963,ICP-MS,02/19/09,Planted/Cultivated,Pasture/Hay,,0-5,,0.71,1.9,32.0,0.1,0.01,0.1,37.1,1.2,10.0,5.0,4.9,0.33,1.77,0.01,0.02,0.05,17.8,5,0.02,136.0,0.34,0.01,4.6,3.6,290,5.2,5.4,0.01,0.15,1.1,0.2,0.4,3.9,0.1,6,0.17,0.1,1.1,11.0,0.4,7.3,14.0,,link
33,C-329064,US,AL,31.3212,-85.6504,ICP-MS,02/19/09,Planted/Cultivated,Pasture/Hay,,0-5,,0.66,2.0,47.0,0.1,0.06,0.1,29,0.7,6.0,5.0,15.6,0.51,1.86,0.01,0.02,0.05,15.1,4,0.03,166.0,0.49,0.01,2.8,2.6,490,6.2,5.5,0.01,0.18,1.1,0.2,0.3,5.5,0.1,5.2,0.14,0.1,1.3,12.0,0.2,3.7,22.0,,link
34,C-328858,US,AL,32.7201,-87.3275,ICP-MS,02/21/09,Planted/Cultivated,Pasture/Hay,,0-5,,1.4,2.1,155.0,0.7,0.09,0.1,56.5,3.9,12.0,5.0,7.9,0.89,4.92,0.02,0.02,0.32,25,7,0.06,522.0,0.46,0.02,7.3,4.2,530,10.0,28.8,0.03,0.21,3.1,0.2,0.4,18,0.1,6.4,0.26,0.2,1.4,20.0,0.4,9.6,37.0,,link
35,C-328782,US,AL,32.3102,-85.8508,ICP-MS,02/20/09,Planted/Cultivated,Fallow,,0-5,,3.82,7.3,179.0,0.7,0.06,0.1,108,2.9,45.0,5.0,3.4,1.94,10.6,0.03,0.03,0.54,53.2,25,0.14,110.0,1.88,0.04,12.6,8.0,270,20.0,29.7,0.01,0.29,5.1,,1.1,26.3,0.1,23.6,0.38,0.3,4.1,58.0,0.6,9.5,27.0,,link
36,C-312358,US,AR,35.3237,-90.5832,ICP-MS,07/08/08,Planted/Cultivated,Row Crops,,0-5,,6.38,10.2,645.0,1.8,0.38,0.2,56.7,13.3,65.0,6,20.9,3.23,16.2,0.03,0.05,1.6,29.9,31,0.74,671.0,1.23,0.53,9.4,22.5,600,24.5,100,0.02,1.02,10.7,0.4,1.9,99.9,0.1,10.7,0.24,0.7,2.8,,1,15.4,83.0,,link
37,C-312385,US,AR,34.3803,-94.2684,ICP-MS,07/10/08,Planted/Cultivated,Pasture/Hay,,0-5,,1.36,2.9,166.0,0.5,0.14,0.1,40.1,3.8,15.0,5.0,52.5,0.48,3.28,0.02,0.02,0.43,18.5,7,0.09,262.0,0.44,0.1,4.5,3.7,750,11.7,26.8,0.03,0.26,2.2,0.3,0.4,18.7,0.1,5.1,0.09,0.2,1.9,18.0,0.3,7.9,53.0,,link
38,C-312859,US,AR,34.1334,-91.3447,ICP-MS,07/14/08,Planted/Cultivated,Row Crops,,0-5,,2.73,9.2,371.0,0.9,0.27,0.1,48.3,5.5,28.0,5.0,11.6,1.69,6.65,0.02,0.02,0.78,23.2,14,0.16,700.0,0.7,0.41,6.8,6.6,800,17.1,45.8,0.02,0.59,4,0.4,0.8,51.7,0.1,7.9,0.2,0.3,2.2,54.0,0.5,9.1,56.0,,link
39,C-312396,US,AR,33.6536,-94.2892,ICP-MS,07/11/08,Planted/Cultivated,Pasture/Hay,,0-5,,0.74,1.2,162.0,0.2,0.15,0.1,14.6,1.1,9.0,5.0,7.7,0.26,1.8,0.01,0.02,0.51,7.5,5,0.03,152.0,0.21,0.05,1.9,2.4,410,7.1,21.8,0.01,0.18,0.9,0.2,0.2,18.8,0.1,1.9,0.05,0.1,0.8,9.0,0.1,3.4,18.0,,link
40,C-312405,US,AR,34.3118,-93.3308,ICP-MS,07/12/08,Planted/Cultivated,Pasture/Hay,,0-5,,1.93,2.0,244.0,0.8,0.05,0.1,69.9,5.4,12.0,5.0,8.7,0.8,4.76,0.02,0.02,0.77,33.1,13,0.09,223.0,0.61,0.15,8.8,5.7,180,18.1,43.3,0.01,0.44,2.6,0.2,0.7,28.4,0.1,9.9,0.25,0.3,2,19.0,0.7,11.3,24.0,,link
41,C-312381,US,AR,35.5102,-94.3241,ICP-MS,07/03/08,Planted/Cultivated,Pasture/Hay,,0-5,,1.15,3.0,133.0,0.5,0.05,0.3,36.7,3.9,13.0,5.0,12.2,0.77,3.13,0.02,0.02,0.4,18.1,12,0.07,223.0,0.46,0.07,5.5,14.4,390,13.7,23.2,0.03,0.47,2.5,0.2,0.7,18,0.1,6.3,0.13,0.2,1.8,26.0,0.4,7.1,25.0,,link
42,C-312404,US,AR,36.2067,-91.5655,ICP-MS,07/01/08,Planted/Cultivated,Pasture/Hay,,0-5,,2.36,4.7,405.0,1.1,0.36,0.2,71.8,11.5,40.0,5.0,11.7,1.28,6.47,,0.02,0.87,35.2,18,0.21,,1.16,0.15,7.9,14.9,690,27.3,48.9,0.05,0.64,3.5,0.4,1.4,37.8,0.1,6.9,0.21,0.4,1.9,42.0,0.6,14.1,45.0,,link
43,C-312357,US,AR,35.3006,-91.1102,ICP-MS,07/08/08,Planted/Cultivated,Pasture/Hay,,0-5,,3.26,3.4,552.0,0.9,0.29,0.1,45.3,5.4,28.0,5.0,6.4,1.09,7.22,0.01,0.02,1.33,25.6,10,0.13,736.0,0.41,0.54,4.7,9.6,400,13.9,60.5,0.01,0.42,3.1,0.2,0.5,102,0.1,5.5,0.14,0.4,1.4,38.0,0.4,12.4,27.0,,link
44,C-312335,US,AR,33.8287,-93.3677,ICP-MS,07/12/08,Planted/Cultivated,Pasture/Hay,,0-5,,2.16,7.0,356.0,0.9,0.12,0.2,61.5,19.3,61.0,5.0,14.2,2.54,6.52,,0.03,0.41,23.6,20,0.12,,1.52,0.07,9.4,9.6,470,33.1,43.6,0.03,0.93,4.7,0.6,1.3,34.5,0.1,9.2,0.25,0.4,2.8,81.0,0.7,10.4,34.0,,link
45,C-312846,US,AR,33.2761,-91.4761,ICP-MS,07/14/08,Planted/Cultivated,Row Crops,,0-5,,3.79,7.6,484.0,0.8,0.31,0.1,47.9,4.7,26.0,5.0,11.6,1.13,8.2,0.02,0.02,1.55,24.3,19,0.25,376.0,0.39,0.87,7.5,9.0,290,17.6,70.4,0.02,0.51,3.6,0.3,1,95.7,0.1,7.1,0.19,0.4,1.8,42.0,0.5,10.9,33.0,,link
46,C-312349,US,AR,35.0471,-90.4446,ICP-MS,07/08/08,Planted/Cultivated,Row Crops,,0-5,,4.89,9.9,752.0,1.5,0.61,0.6,57.4,11.4,46.0,5.0,15.2,2.1,11.4,0.03,0.03,1.63,28.7,20,0.45,1160.0,0.77,0.83,7.6,19.8,690,23.0,95.6,0.02,0.67,6.6,0.4,1.3,149,0.1,8.2,0.19,0.6,2.7,84.0,0.7,14.9,69.0,,link
47,C-312366,US,AR,33.4742,-92.9776,ICP-MS,07/11/08,Planted/Cultivated,Pasture/Hay,,0-5,,1.95,5.7,212.0,0.5,0.24,0.1,25.7,3.6,36.0,5.0,41.0,1.72,5.49,0.03,0.03,0.32,13.7,10,0.12,314.0,0.8,0.04,8.3,4.4,1000,22.2,27.8,0.03,0.51,3.1,0.3,1.1,38.1,0.1,5.6,0.19,0.2,1.8,48.0,0.6,5.8,59.0,,link
48,C-312409,US,AR,35.7335,-90.6424,ICP-MS,07/08/08,Planted/Cultivated,Pasture/Hay,,0-5,,3.51,13.8,468.0,0.6,0.27,0.1,46.6,4.4,35.0,5.0,11.2,2.26,7.93,0.03,0.02,1.13,23.8,16,0.2,479.0,3.06,0.78,8.1,6.6,520,26.3,54.9,0.03,1.08,4.2,,1.1,98.4,0.1,8.6,0.25,0.4,3.8,72.0,0.6,9,45.0,,link
49,C-312354,US,AR,35.1942,-91.0489,ICP-MS,07/08/08,Planted/Cultivated,Row Crops,,0-5,,3.02,4.8,390.0,0.7,0.24,0.1,50.4,5.2,35.0,5.0,12.3,1.36,6.92,0.04,0.02,0.88,24.4,14,0.15,1100.0,0.85,0.49,8.3,6.0,610,33.1,46.9,0.02,1.02,4.5,0.2,3,65.3,0.1,9,0.24,0.4,2.8,55.0,0.7,11.2,54.0,,link
50,C-312860,US,AR,34.3229,-91.7893,ICP-MS,07/14/08,Planted/Cultivated,Row Crops,,0-5,,4.83,13.1,586.0,2.0,0.34,0.2,66,7.7,32.0,5.0,14.3,1.7,11.7,0.02,0.03,1.95,33.3,25,0.4,731.0,0.57,0.81,9.3,14.6,800,20.7,95.5,0.02,0.59,6.3,0.3,1.7,94.5,0.1,9.4,0.23,0.5,2.5,67.0,0.7,16.2,52.0,,link
51,C-312336,US,AR,35.5613,-93.9153,ICP-MS,07/03/08,Planted/Cultivated,Pasture/Hay,,0-5,,1.56,2.5,174.0,0.8,0.04,0.1,37.4,9.4,32.0,5.0,6.9,1.02,4.06,0.03,0.02,0.38,17.5,13,0.07,522.0,0.43,0.08,5.8,7.8,400,14.8,25.3,0.02,0.39,3,0.2,0.7,20.4,0.1,5.6,0.16,0.2,1.7,29.0,0.4,8.6,29.0,,link
52,C-312398,US,AR,36.3915,-90.3951,ICP-MS,07/01/08,Planted/Cultivated,Row Crops,,0-5,,5.16,8.9,751.0,1.0,0.56,0.1,62.2,9.6,40.0,5.0,17.4,2.04,11.8,0.02,0.03,1.63,31,21,0.55,554.0,0.76,0.94,7.8,16.4,450,17.6,76.6,0.02,0.96,5.8,0.2,1.3,156,0.1,8.2,0.23,0.6,2.5,75.0,0.7,14.2,63.0,,link
53,C-312400,US,AR,34.1693,-93.627,ICP-MS,07/12/08,Planted/Cultivated,Pasture/Hay,,0-5,,2.49,7.6,131.0,0.5,0.08,0.1,33.6,1.4,33.0,5.0,29.6,1.63,6.32,0.04,0.04,0.52,17.3,13,0.11,94.0,0.81,0.04,4.9,7.3,850,15.0,39.1,0.05,0.46,3.7,,1.4,27.5,0.1,5.2,0.14,0.2,1.7,38.0,0.4,6.2,,,link
54,C-312858,US,AR,33.3827,-91.2223,ICP-MS,07/14/08,Planted/Cultivated,Pasture/Hay,,0-5,,5.48,8.0,659.0,2.1,0.56,0.4,60.7,9.7,46.0,5.0,19.1,2.49,14,0.03,0.04,1.88,31.4,28,0.6,581.0,0.89,0.63,8.4,22.1,860,19.7,101,0.03,0.67,8.9,,1.4,122,0.1,9.3,0.23,0.6,2.7,100.0,0.8,16.7,86.0,,link
55,C-312394,US,AR,35.1819,-92.3437,ICP-MS,07/09/08,Planted/Cultivated,Pasture/Hay,,0-5,,1.4,3.0,167.0,0.4,0.07,0.1,29.2,4.2,20.0,5.0,6.9,0.85,3.61,0.01,0.02,0.33,14.8,10,0.06,644.0,0.4,0.05,3.7,8.0,410,8.5,23.8,0.02,0.26,2.1,0.2,0.6,17.8,0.1,3.7,0.1,0.2,1,23.0,0.2,6.7,43.0,,link
56,C-312374,US,AR,35.508,-93.6489,ICP-MS,07/03/08,Planted/Cultivated,Pasture/Hay,,0-5,,4.08,10.9,325.0,1.6,0.23,0.2,60.2,17.5,49.0,5.0,18.1,3.48,10.1,0.04,0.04,1.02,28,31,0.2,,0.87,0.11,7,27.7,970,27.5,59.2,0.05,0.66,7.8,,1.8,53.3,0.1,9.1,0.2,0.4,2.7,74.0,0.6,13.9,85.0,,link
57,C-312388,US,AR,34.8762,-90.8773,ICP-MS,07/08/08,Planted/Cultivated,Pasture/Hay,,0-5,,2.87,16.0,557.0,0.9,0.2,0.2,64.4,9.2,37.0,5.0,16.1,1.47,7.47,0.05,0.03,1.49,29.9,13,0.17,,0.95,0.59,8.7,18.8,1050,25.0,57.6,0.03,0.91,4.5,0.3,1.3,78,0.1,8.2,0.19,0.5,2.5,54.0,0.7,14.7,59.0,,link
58,C-312864,US,AR,33.4788,-92.387,ICP-MS,07/15/08,Planted/Cultivated,Row Crops,,0-5,,0.77,5.3,71.0,0.3,0.01,0.1,29.2,1.9,18.0,5.0,14.5,0.69,2.23,0.01,0.02,0.12,13,6,0.03,111.0,0.4,0.01,3.2,4.6,130,6.2,10.9,0.01,0.28,1.3,0.2,0.4,6.3,0.1,3.2,0.1,0.1,0.8,21.0,0.1,4.3,10.0,,link
59,C-312329,US,AR,36.4643,-90.8315,ICP-MS,07/01/08,Planted/Cultivated,Pasture/Hay,,0-5,,2.41,5.5,347.0,0.9,0.19,0.1,50.8,15.0,38.0,5.0,8.4,1.43,6,0.03,0.02,0.81,21.6,14,0.14,1180.0,0.99,0.27,7.6,7.1,300,22.1,45.9,0.03,0.65,3.5,0.3,0.7,45.6,0.1,8,0.23,0.4,2.3,49.0,0.5,10.6,33.0,,link
60,C-312410,US,AR,35.3829,-93.2831,ICP-MS,07/03/08,Planted/Cultivated,Row Crops,,0-5,,2.5,3.8,155.0,0.4,0.5,0.1,28.9,3.2,31.0,5.0,13.8,1.27,6.12,0.02,0.02,0.44,15.5,18,0.14,147.0,0.98,0.05,6.9,9.1,710,10.9,34.4,0.01,0.56,3.3,0.4,1,24.7,0.1,6,0.18,0.3,1.9,42.0,0.5,6.1,43.0,,link
